date,region,property_type,baseline,index_value
01-10-1994,"Halifax, Nova Scotia",School,"Index, 2002=100",89.2
01-10-1994,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",89.6
01-10-1994,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",87.7
01-10-1994,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",93.9
01-10-1994,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",80.3
01-10-1994,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",89.2
01-10-1994,"Montréal, Quebec",Office,"Index, 2002=100",83
01-10-1994,"Montréal, Quebec",Office,"Index, 2002=100",78.8
01-10-1994,"Montréal, Quebec",Office,"Index, 2002=100",85
01-10-1994,"Montréal, Quebec",Office,"Index, 2002=100",83.3
01-10-1994,"Montréal, Quebec",Office,"Index, 2002=100",84.6
01-10-1994,"Montréal, Quebec",Warehouse,"Index, 2002=100",82.5
01-10-1994,"Montréal, Quebec",Warehouse,"Index, 2002=100",81
01-10-1994,"Montréal, Quebec",Warehouse,"Index, 2002=100",83.5
01-10-1994,"Montréal, Quebec",Warehouse,"Index, 2002=100",78.6
01-10-1994,"Montréal, Quebec",Warehouse,"Index, 2002=100",84.8
01-10-1994,"Montréal, Quebec",Shopping centre,"Index, 2002=100",83.4
01-10-1994,"Montréal, Quebec",Shopping centre,"Index, 2002=100",79.9
01-10-1994,"Montréal, Quebec",Shopping centre,"Index, 2002=100",83.1
01-10-1994,"Montréal, Quebec",Shopping centre,"Index, 2002=100",86.2
01-10-1994,"Montréal, Quebec",Shopping centre,"Index, 2002=100",91.6
01-10-1994,"Montréal, Quebec",Light factory,"Index, 2002=100",80.8
01-10-1994,"Montréal, Quebec",Light factory,"Index, 2002=100",78.4
01-10-1994,"Montréal, Quebec",Light factory,"Index, 2002=100",83.1
01-10-1994,"Montréal, Quebec",Light factory,"Index, 2002=100",75.9
01-10-1994,"Montréal, Quebec",Light factory,"Index, 2002=100",85.1
01-10-1994,"Montréal, Quebec",School,"Index, 2002=100",82.5
01-10-1994,"Montréal, Quebec",School,"Index, 2002=100",78.2
01-10-1994,"Montréal, Quebec",School,"Index, 2002=100",84.7
01-10-1994,"Montréal, Quebec",School,"Index, 2002=100",82.9
01-10-1994,"Montréal, Quebec",School,"Index, 2002=100",80.2
01-10-1994,"Montréal, Quebec",Apartment,"Index, 2002=100",82.6
01-10-1994,"Montréal, Quebec",Apartment,"Index, 2002=100",79.7
01-10-1994,"Montréal, Quebec",Apartment,"Index, 2002=100",86.3
01-10-1994,"Montréal, Quebec",Apartment,"Index, 2002=100",77.5
01-10-1994,"Montréal, Quebec",Apartment,"Index, 2002=100",79.8
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",83.6
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",77.3
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",84.5
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",87.4
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",90.3
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",79.8
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",76.5
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",80.1
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",81.1
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",88.7
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",81.6
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",75.7
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",81.4
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",87.9
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",92.6
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",78.4
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",75.3
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",79.5
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",80
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",87.4
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",82.4
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",75.9
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",83.3
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",85.8
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",84.2
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",81.9
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",76.1
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",85
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",79.4
01-10-1994,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",86.2
01-10-1994,"Toronto, Ontario",Office,"Index, 2002=100",80.3
01-10-1994,"Toronto, Ontario",Office,"Index, 2002=100",70.1
01-10-1994,"Toronto, Ontario",Office,"Index, 2002=100",82.1
01-10-1994,"Toronto, Ontario",Office,"Index, 2002=100",86.7
01-10-1994,"Toronto, Ontario",Office,"Index, 2002=100",89.4
01-10-1994,"Toronto, Ontario",Warehouse,"Index, 2002=100",78.3
01-10-1994,"Toronto, Ontario",Warehouse,"Index, 2002=100",72.9
01-10-1994,"Toronto, Ontario",Warehouse,"Index, 2002=100",79
01-10-1994,"Toronto, Ontario",Warehouse,"Index, 2002=100",80.3
01-10-1994,"Toronto, Ontario",Warehouse,"Index, 2002=100",88.7
01-10-1994,"Toronto, Ontario",Shopping centre,"Index, 2002=100",79.9
01-10-1994,"Toronto, Ontario",Shopping centre,"Index, 2002=100",72.8
01-10-1994,"Toronto, Ontario",Shopping centre,"Index, 2002=100",78.5
01-10-1994,"Toronto, Ontario",Shopping centre,"Index, 2002=100",87.4
01-10-1994,"Toronto, Ontario",Shopping centre,"Index, 2002=100",101.9
01-10-1994,"Toronto, Ontario",Light factory,"Index, 2002=100",77
01-10-1994,"Toronto, Ontario",Light factory,"Index, 2002=100",74
01-10-1994,"Toronto, Ontario",Light factory,"Index, 2002=100",76.9
01-10-1994,"Toronto, Ontario",Light factory,"Index, 2002=100",79.4
01-10-1994,"Toronto, Ontario",Light factory,"Index, 2002=100",87.1
01-10-1994,"Toronto, Ontario",School,"Index, 2002=100",80.8
01-10-1994,"Toronto, Ontario",School,"Index, 2002=100",72.9
01-10-1994,"Toronto, Ontario",School,"Index, 2002=100",80.3
01-10-1994,"Toronto, Ontario",School,"Index, 2002=100",85.2
01-10-1994,"Toronto, Ontario",School,"Index, 2002=100",85.1
01-10-1994,"Toronto, Ontario",Apartment,"Index, 2002=100",78.9
01-10-1994,"Toronto, Ontario",Apartment,"Index, 2002=100",70.4
01-10-1994,"Toronto, Ontario",Apartment,"Index, 2002=100",82
01-10-1994,"Toronto, Ontario",Apartment,"Index, 2002=100",79.1
01-10-1994,"Toronto, Ontario",Apartment,"Index, 2002=100",84.4
01-10-1994,"Calgary, Alberta",Office,"Index, 2002=100",81.8
01-10-1994,"Calgary, Alberta",Office,"Index, 2002=100",76.4
01-10-1994,"Calgary, Alberta",Office,"Index, 2002=100",84.6
01-10-1994,"Calgary, Alberta",Office,"Index, 2002=100",83
01-10-1994,"Calgary, Alberta",Office,"Index, 2002=100",83.5
01-10-1994,"Calgary, Alberta",Warehouse,"Index, 2002=100",81.2
01-10-1994,"Calgary, Alberta",Warehouse,"Index, 2002=100",76.1
01-10-1994,"Calgary, Alberta",Warehouse,"Index, 2002=100",83.4
01-10-1994,"Calgary, Alberta",Warehouse,"Index, 2002=100",83.1
01-10-1994,"Calgary, Alberta",Warehouse,"Index, 2002=100",81.1
01-10-1994,"Calgary, Alberta",Shopping centre,"Index, 2002=100",81.2
01-10-1994,"Calgary, Alberta",Shopping centre,"Index, 2002=100",75.5
01-10-1994,"Calgary, Alberta",Shopping centre,"Index, 2002=100",82.4
01-10-1994,"Calgary, Alberta",Shopping centre,"Index, 2002=100",85.4
01-10-1994,"Calgary, Alberta",Shopping centre,"Index, 2002=100",89
01-10-1994,"Calgary, Alberta",Light factory,"Index, 2002=100",79.4
01-10-1994,"Calgary, Alberta",Light factory,"Index, 2002=100",75.5
01-10-1994,"Calgary, Alberta",Light factory,"Index, 2002=100",83.5
01-10-1994,"Calgary, Alberta",Light factory,"Index, 2002=100",78.7
01-10-1994,"Calgary, Alberta",Light factory,"Index, 2002=100",79.3
01-10-1994,"Calgary, Alberta",School,"Index, 2002=100",81
01-10-1994,"Calgary, Alberta",School,"Index, 2002=100",74.7
01-10-1994,"Calgary, Alberta",School,"Index, 2002=100",83.1
01-10-1994,"Calgary, Alberta",School,"Index, 2002=100",82.9
01-10-1994,"Calgary, Alberta",School,"Index, 2002=100",80.2
01-10-1994,"Calgary, Alberta",Apartment,"Index, 2002=100",81.4
01-10-1994,"Calgary, Alberta",Apartment,"Index, 2002=100",76.4
01-10-1994,"Calgary, Alberta",Apartment,"Index, 2002=100",84.2
01-10-1994,"Calgary, Alberta",Apartment,"Index, 2002=100",82.9
01-10-1994,"Calgary, Alberta",Apartment,"Index, 2002=100",79.7
01-10-1994,"Edmonton, Alberta",Office,"Index, 2002=100",83
01-10-1994,"Edmonton, Alberta",Office,"Index, 2002=100",79.8
01-10-1994,"Edmonton, Alberta",Office,"Index, 2002=100",84.7
01-10-1994,"Edmonton, Alberta",Office,"Index, 2002=100",83.3
01-10-1994,"Edmonton, Alberta",Office,"Index, 2002=100",85.8
01-10-1994,"Edmonton, Alberta",Warehouse,"Index, 2002=100",83.2
01-10-1994,"Edmonton, Alberta",Warehouse,"Index, 2002=100",80.2
01-10-1994,"Edmonton, Alberta",Warehouse,"Index, 2002=100",84.6
01-10-1994,"Edmonton, Alberta",Warehouse,"Index, 2002=100",82.6
01-10-1994,"Edmonton, Alberta",Warehouse,"Index, 2002=100",87
01-10-1994,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",83.2
01-10-1994,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",78.4
01-10-1994,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",83.3
01-10-1994,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",85.2
01-10-1994,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",96
01-10-1994,"Edmonton, Alberta",Light factory,"Index, 2002=100",81.1
01-10-1994,"Edmonton, Alberta",Light factory,"Index, 2002=100",78.8
01-10-1994,"Edmonton, Alberta",Light factory,"Index, 2002=100",84.4
01-10-1994,"Edmonton, Alberta",Light factory,"Index, 2002=100",78.5
01-10-1994,"Edmonton, Alberta",Light factory,"Index, 2002=100",82.8
01-10-1994,"Edmonton, Alberta",School,"Index, 2002=100",82
01-10-1994,"Edmonton, Alberta",School,"Index, 2002=100",78.3
01-10-1994,"Edmonton, Alberta",School,"Index, 2002=100",83.6
01-10-1994,"Edmonton, Alberta",School,"Index, 2002=100",82.4
01-10-1994,"Edmonton, Alberta",School,"Index, 2002=100",82.2
01-10-1994,"Edmonton, Alberta",Apartment,"Index, 2002=100",82.5
01-10-1994,"Edmonton, Alberta",Apartment,"Index, 2002=100",79.2
01-10-1994,"Edmonton, Alberta",Apartment,"Index, 2002=100",84.6
01-10-1994,"Edmonton, Alberta",Apartment,"Index, 2002=100",82.5
01-10-1994,"Edmonton, Alberta",Apartment,"Index, 2002=100",82.2
01-10-1994,"Vancouver, British Columbia",Office,"Index, 2002=100",88.2
01-10-1994,"Vancouver, British Columbia",Office,"Index, 2002=100",84.9
01-10-1994,"Vancouver, British Columbia",Office,"Index, 2002=100",88.8
01-10-1994,"Vancouver, British Columbia",Office,"Index, 2002=100",90.6
01-10-1994,"Vancouver, British Columbia",Office,"Index, 2002=100",91.9
01-10-1994,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",86.4
01-10-1994,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",83.6
01-10-1994,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",86.5
01-10-1994,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",92.1
01-10-1994,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",92.9
01-10-1994,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",87.1
01-10-1994,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",82.3
01-10-1994,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",87.1
01-10-1994,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",90.1
01-10-1994,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",99
01-10-1994,"Vancouver, British Columbia",Light factory,"Index, 2002=100",86.3
01-10-1994,"Vancouver, British Columbia",Light factory,"Index, 2002=100",83.5
01-10-1994,"Vancouver, British Columbia",Light factory,"Index, 2002=100",87
01-10-1994,"Vancouver, British Columbia",Light factory,"Index, 2002=100",87.1
01-10-1994,"Vancouver, British Columbia",Light factory,"Index, 2002=100",88
01-10-1994,"Vancouver, British Columbia",School,"Index, 2002=100",87.3
01-10-1994,"Vancouver, British Columbia",School,"Index, 2002=100",83.5
01-10-1994,"Vancouver, British Columbia",School,"Index, 2002=100",87.4
01-10-1994,"Vancouver, British Columbia",School,"Index, 2002=100",90.1
01-10-1994,"Vancouver, British Columbia",School,"Index, 2002=100",88.3
01-10-1994,"Vancouver, British Columbia",Apartment,"Index, 2002=100",87.3
01-10-1994,"Vancouver, British Columbia",Apartment,"Index, 2002=100",86
01-10-1994,"Vancouver, British Columbia",Apartment,"Index, 2002=100",88.5
01-10-1994,"Vancouver, British Columbia",Apartment,"Index, 2002=100",85.2
01-10-1994,"Vancouver, British Columbia",Apartment,"Index, 2002=100",88.2
01-01-1995,Seven census metropolitan area composite,Office,"Index, 2002=100",84.4
01-01-1995,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",82.1
01-01-1995,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",84.4
01-01-1995,Seven census metropolitan area composite,Light factory,"Index, 2002=100",80.8
01-01-1995,Seven census metropolitan area composite,School,"Index, 2002=100",84
01-01-1995,Seven census metropolitan area composite,Apartment,"Index, 2002=100",84.6
01-01-1995,"Halifax, Nova Scotia",Office,"Index, 2002=100",93.3
01-01-1995,"Halifax, Nova Scotia",Office,"Index, 2002=100",91.6
01-01-1995,"Halifax, Nova Scotia",Office,"Index, 2002=100",96.8
01-01-1995,"Halifax, Nova Scotia",Office,"Index, 2002=100",87.6
01-01-1995,"Halifax, Nova Scotia",Office,"Index, 2002=100",96
01-01-1995,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",93.4
01-01-1995,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",95
01-01-1995,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",94.6
01-01-1995,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",82.8
01-01-1995,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",96
01-01-1995,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",94.7
01-01-1995,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",92.5
01-01-1995,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",95
01-01-1995,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",88.2
01-01-1995,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",109.7
01-01-1995,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",93.3
01-01-1995,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",95.8
01-01-1995,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",94.4
01-01-1995,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",82.1
01-01-1995,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",94.7
01-01-1995,"Halifax, Nova Scotia",School,"Index, 2002=100",93.4
01-01-1995,"Halifax, Nova Scotia",School,"Index, 2002=100",93.6
01-01-1995,"Halifax, Nova Scotia",School,"Index, 2002=100",95.4
01-01-1995,"Halifax, Nova Scotia",School,"Index, 2002=100",90.9
01-01-1995,"Halifax, Nova Scotia",School,"Index, 2002=100",91.8
01-01-1995,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",90.5
01-01-1995,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",90.8
01-01-1995,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",93.5
01-01-1995,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",81.1
01-01-1995,"Halifax, Nova Scotia",Apartment,"Index, 2002=100",91.8
01-01-1995,"Montréal, Quebec",Office,"Index, 2002=100",84.8
01-01-1995,"Montréal, Quebec",Office,"Index, 2002=100",82.7
01-01-1995,"Montréal, Quebec",Office,"Index, 2002=100",86.3
01-01-1995,"Montréal, Quebec",Office,"Index, 2002=100",83.7
01-01-1995,"Montréal, Quebec",Office,"Index, 2002=100",86.7
01-01-1995,"Montréal, Quebec",Warehouse,"Index, 2002=100",83.7
01-01-1995,"Montréal, Quebec",Warehouse,"Index, 2002=100",83.6
01-01-1995,"Montréal, Quebec",Warehouse,"Index, 2002=100",84.4
01-01-1995,"Montréal, Quebec",Warehouse,"Index, 2002=100",78.9
01-01-1995,"Montréal, Quebec",Warehouse,"Index, 2002=100",86.7
01-01-1995,"Montréal, Quebec",Shopping centre,"Index, 2002=100",84.7
01-01-1995,"Montréal, Quebec",Shopping centre,"Index, 2002=100",82.8
01-01-1995,"Montréal, Quebec",Shopping centre,"Index, 2002=100",84
01-01-1995,"Montréal, Quebec",Shopping centre,"Index, 2002=100",85.2
01-01-1995,"Montréal, Quebec",Shopping centre,"Index, 2002=100",95.5
01-01-1995,"Montréal, Quebec",Light factory,"Index, 2002=100",82.5
01-01-1995,"Montréal, Quebec",Light factory,"Index, 2002=100",82.3
01-01-1995,"Montréal, Quebec",Light factory,"Index, 2002=100",84.4
01-01-1995,"Montréal, Quebec",Light factory,"Index, 2002=100",76.4
01-01-1995,"Montréal, Quebec",Light factory,"Index, 2002=100",86.8
01-01-1995,"Montréal, Quebec",School,"Index, 2002=100",83.8
01-01-1995,"Montréal, Quebec",School,"Index, 2002=100",82.2
01-01-1995,"Montréal, Quebec",School,"Index, 2002=100",85.3
01-01-1995,"Montréal, Quebec",School,"Index, 2002=100",83
01-01-1995,"Montréal, Quebec",School,"Index, 2002=100",82
01-01-1995,"Montréal, Quebec",Apartment,"Index, 2002=100",83.7
01-01-1995,"Montréal, Quebec",Apartment,"Index, 2002=100",83
01-01-1995,"Montréal, Quebec",Apartment,"Index, 2002=100",86.4
01-01-1995,"Montréal, Quebec",Apartment,"Index, 2002=100",78.3
01-01-1995,"Montréal, Quebec",Apartment,"Index, 2002=100",81.4
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",84.2
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",77.7
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",84.9
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",87.8
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",92
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",80.4
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",77.2
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",80.6
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",81.4
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",90.5
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",81.9
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",76.5
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",81.7
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",86.8
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",95.8
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",79.1
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",76.8
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",79.8
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",80.3
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",88.7
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",83.1
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",77.5
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",83.5
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",85.9
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",85.8
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",82.3
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",76.4
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",85.2
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",80.2
01-01-1995,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,"Index, 2002=100",88.1
01-01-1995,"Toronto, Ontario",Office,"Index, 2002=100",81.5
01-01-1995,"Toronto, Ontario",Office,"Index, 2002=100",72.1
01-01-1995,"Toronto, Ontario",Office,"Index, 2002=100",82.8
01-01-1995,"Toronto, Ontario",Office,"Index, 2002=100",87.2
01-01-1995,"Toronto, Ontario",Office,"Index, 2002=100",92
01-01-1995,"Toronto, Ontario",Warehouse,"Index, 2002=100",79.1
01-01-1995,"Toronto, Ontario",Warehouse,"Index, 2002=100",73.3
01-01-1995,"Toronto, Ontario",Warehouse,"Index, 2002=100",79.7
01-01-1995,"Toronto, Ontario",Warehouse,"Index, 2002=100",81.4
01-01-1995,"Toronto, Ontario",Warehouse,"Index, 2002=100",91.4
01-01-1995,"Toronto, Ontario",Shopping centre,"Index, 2002=100",80.8
01-01-1995,"Toronto, Ontario",Shopping centre,"Index, 2002=100",73.6
01-01-1995,"Toronto, Ontario",Shopping centre,"Index, 2002=100",79.4
01-01-1995,"Toronto, Ontario",Shopping centre,"Index, 2002=100",86
01-01-1995,"Toronto, Ontario",Shopping centre,"Index, 2002=100",106.2
01-01-1995,"Toronto, Ontario",Light factory,"Index, 2002=100",77.8
01-01-1995,"Toronto, Ontario",Light factory,"Index, 2002=100",74.6
01-01-1995,"Toronto, Ontario",Light factory,"Index, 2002=100",77.2
01-01-1995,"Toronto, Ontario",Light factory,"Index, 2002=100",80.1
01-01-1995,"Toronto, Ontario",Light factory,"Index, 2002=100",89.2
01-01-1995,"Toronto, Ontario",School,"Index, 2002=100",81.7
01-01-1995,"Toronto, Ontario",School,"Index, 2002=100",74.2
01-01-1995,"Toronto, Ontario",School,"Index, 2002=100",80.9
01-01-1995,"Toronto, Ontario",School,"Index, 2002=100",85.5
01-01-1995,"Toronto, Ontario",School,"Index, 2002=100",87.3
01-01-1995,"Toronto, Ontario",Apartment,"Index, 2002=100",80
01-01-1995,"Toronto, Ontario",Apartment,"Index, 2002=100",71.7
01-01-1995,"Toronto, Ontario",Apartment,"Index, 2002=100",82.8
01-01-1995,"Toronto, Ontario",Apartment,"Index, 2002=100",80.1
01-01-1995,"Toronto, Ontario",Apartment,"Index, 2002=100",86.1
01-01-1995,"Calgary, Alberta",Office,"Index, 2002=100",83.2
01-01-1995,"Calgary, Alberta",Office,"Index, 2002=100",77.5
01-01-1995,"Calgary, Alberta",Office,"Index, 2002=100",86
01-01-1995,"Calgary, Alberta",Office,"Index, 2002=100",84
01-01-1995,"Calgary, Alberta",Office,"Index, 2002=100",85.8
01-01-1995,"Calgary, Alberta",Warehouse,"Index, 2002=100",82.9
01-01-1995,"Calgary, Alberta",Warehouse,"Index, 2002=100",78.1
01-01-1995,"Calgary, Alberta",Warehouse,"Index, 2002=100",85
01-01-1995,"Calgary, Alberta",Warehouse,"Index, 2002=100",84.9
01-01-1995,"Calgary, Alberta",Warehouse,"Index, 2002=100",83.8
01-01-1995,"Calgary, Alberta",Shopping centre,"Index, 2002=100",83.1
01-01-1995,"Calgary, Alberta",Shopping centre,"Index, 2002=100",77.4
01-01-1995,"Calgary, Alberta",Shopping centre,"Index, 2002=100",84.1
01-01-1995,"Calgary, Alberta",Shopping centre,"Index, 2002=100",88
01-01-1995,"Calgary, Alberta",Shopping centre,"Index, 2002=100",92.8
01-01-1995,"Calgary, Alberta",Light factory,"Index, 2002=100",81
01-01-1995,"Calgary, Alberta",Light factory,"Index, 2002=100",77.8
01-01-1995,"Calgary, Alberta",Light factory,"Index, 2002=100",84.6
01-01-1995,"Calgary, Alberta",Light factory,"Index, 2002=100",79.7
01-01-1995,"Calgary, Alberta",Light factory,"Index, 2002=100",81.4
01-01-1995,"Calgary, Alberta",School,"Index, 2002=100",82.7
01-01-1995,"Calgary, Alberta",School,"Index, 2002=100",76.4
01-01-1995,"Calgary, Alberta",School,"Index, 2002=100",84.9
01-01-1995,"Calgary, Alberta",School,"Index, 2002=100",84.3
01-01-1995,"Calgary, Alberta",School,"Index, 2002=100",82.5
01-01-1995,"Calgary, Alberta",Apartment,"Index, 2002=100",82.7
01-01-1995,"Calgary, Alberta",Apartment,"Index, 2002=100",77.6
01-01-1995,"Calgary, Alberta",Apartment,"Index, 2002=100",85.2
01-01-1995,"Calgary, Alberta",Apartment,"Index, 2002=100",84.8
01-01-1995,"Calgary, Alberta",Apartment,"Index, 2002=100",81.9
01-01-1995,"Edmonton, Alberta",Office,"Index, 2002=100",84.2
01-01-1995,"Edmonton, Alberta",Office,"Index, 2002=100",80.8
01-01-1995,"Edmonton, Alberta",Office,"Index, 2002=100",86.1
01-01-1995,"Edmonton, Alberta",Office,"Index, 2002=100",83.8
01-01-1995,"Edmonton, Alberta",Office,"Index, 2002=100",87.8
01-01-1995,"Edmonton, Alberta",Warehouse,"Index, 2002=100",84.7
