date,region,property_type,baseline,index_value
01-01-1981,Seven census metropolitan area composite,Office,"Index, 2002=100",58.4
01-01-1981,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",53.3
01-01-1981,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",59.3
01-01-1981,Seven census metropolitan area composite,Light factory,"Index, 2002=100",50.1
01-01-1981,Seven census metropolitan area composite,School,"Index, 2002=100",56.1
01-01-1981,"Halifax, Nova Scotia",Office,"Index, 2002=100",66.6
01-01-1981,"Halifax, Nova Scotia",Office,"Index, 2002=100",71.8
01-01-1981,"Halifax, Nova Scotia",Office,"Index, 2002=100",77.2
01-01-1981,"Halifax, Nova Scotia",Office,"Index, 2002=100",50.4
01-01-1981,"Halifax, Nova Scotia",Office,"Index, 2002=100",49.7
01-01-1981,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",68.6
01-01-1981,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",68.1
01-01-1981,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",73.3
01-01-1981,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",53
01-01-1981,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",53.3
01-01-1981,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",65.5
01-01-1981,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",64.5
01-01-1981,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",69.4
01-01-1981,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",59.4
01-01-1981,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",54.7
01-01-1981,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",61
01-01-1981,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",72.4
01-01-1981,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",68.4
01-01-1981,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",47.7
01-01-1981,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",47.3
01-01-1981,"Halifax, Nova Scotia",School,"Index, 2002=100",62.6
01-01-1981,"Halifax, Nova Scotia",School,"Index, 2002=100",74.6
01-01-1981,"Halifax, Nova Scotia",School,"Index, 2002=100",70.6
01-01-1981,"Halifax, Nova Scotia",School,"Index, 2002=100",49.8
01-01-1981,"Halifax, Nova Scotia",School,"Index, 2002=100",49.3
01-01-1981,"Montréal, Quebec",Office,"Index, 2002=100",53.9
01-01-1981,"Montréal, Quebec",Office,"Index, 2002=100",57.8
01-01-1981,"Montréal, Quebec",Office,"Index, 2002=100",54.5
01-01-1981,"Montréal, Quebec",Office,"Index, 2002=100",51.6
01-01-1981,"Montréal, Quebec",Office,"Index, 2002=100",47.7
01-01-1981,"Montréal, Quebec",Warehouse,"Index, 2002=100",58.7
01-01-1981,"Montréal, Quebec",Warehouse,"Index, 2002=100",58.4
01-01-1981,"Montréal, Quebec",Warehouse,"Index, 2002=100",60.3
01-01-1981,"Montréal, Quebec",Warehouse,"Index, 2002=100",50.8
01-01-1981,"Montréal, Quebec",Warehouse,"Index, 2002=100",52.5
01-01-1981,"Montréal, Quebec",Shopping centre,"Index, 2002=100",57.9
01-01-1981,"Montréal, Quebec",Shopping centre,"Index, 2002=100",56.9
01-01-1981,"Montréal, Quebec",Shopping centre,"Index, 2002=100",57.5
01-01-1981,"Montréal, Quebec",Shopping centre,"Index, 2002=100",63.1
01-01-1981,"Montréal, Quebec",Shopping centre,"Index, 2002=100",55.5
01-01-1981,"Montréal, Quebec",Light factory,"Index, 2002=100",52.5
01-01-1981,"Montréal, Quebec",Light factory,"Index, 2002=100",55.3
01-01-1981,"Montréal, Quebec",Light factory,"Index, 2002=100",52.2
01-01-1981,"Montréal, Quebec",Light factory,"Index, 2002=100",52.3
01-01-1981,"Montréal, Quebec",Light factory,"Index, 2002=100",51.4
01-01-1981,"Montréal, Quebec",School,"Index, 2002=100",53
01-01-1981,"Montréal, Quebec",School,"Index, 2002=100",52.8
01-01-1981,"Montréal, Quebec",School,"Index, 2002=100",54.7
01-01-1981,"Montréal, Quebec",School,"Index, 2002=100",53.7
01-01-1981,"Montréal, Quebec",School,"Index, 2002=100",47
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",47.7
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",42.9
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",53.2
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",46.2
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",48.7
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",50.8
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",50.4
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",51.2
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",45.9
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",51.7
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",50.3
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",46.7
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",48.8
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",60.6
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",58.8
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",46.1
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",50.7
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",46.4
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",44.9
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",51.3
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",48.6
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",49.4
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",51.6
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",46.7
01-01-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",42.8
01-01-1981,"Toronto, Ontario",Office,"Index, 2002=100",46.7
01-01-1981,"Toronto, Ontario",Office,"Index, 2002=100",44.2
01-01-1981,"Toronto, Ontario",Office,"Index, 2002=100",50.7
01-01-1981,"Toronto, Ontario",Office,"Index, 2002=100",46
01-01-1981,"Toronto, Ontario",Office,"Index, 2002=100",44.5
01-01-1981,"Toronto, Ontario",Warehouse,"Index, 2002=100",43.1
01-01-1981,"Toronto, Ontario",Warehouse,"Index, 2002=100",42.2
01-01-1981,"Toronto, Ontario",Warehouse,"Index, 2002=100",42.4
01-01-1981,"Toronto, Ontario",Warehouse,"Index, 2002=100",44.7
01-01-1981,"Toronto, Ontario",Warehouse,"Index, 2002=100",49.6
01-01-1981,"Toronto, Ontario",Shopping centre,"Index, 2002=100",47.5
01-01-1981,"Toronto, Ontario",Shopping centre,"Index, 2002=100",45.7
01-01-1981,"Toronto, Ontario",Shopping centre,"Index, 2002=100",45.6
01-01-1981,"Toronto, Ontario",Shopping centre,"Index, 2002=100",56.6
01-01-1981,"Toronto, Ontario",Shopping centre,"Index, 2002=100",52.4
01-01-1981,"Toronto, Ontario",Light factory,"Index, 2002=100",41.7
01-01-1981,"Toronto, Ontario",Light factory,"Index, 2002=100",45.4
01-01-1981,"Toronto, Ontario",Light factory,"Index, 2002=100",37.7
01-01-1981,"Toronto, Ontario",Light factory,"Index, 2002=100",46.1
01-01-1981,"Toronto, Ontario",Light factory,"Index, 2002=100",43.5
01-01-1981,"Toronto, Ontario",School,"Index, 2002=100",46.3
01-01-1981,"Toronto, Ontario",School,"Index, 2002=100",48.8
01-01-1981,"Toronto, Ontario",School,"Index, 2002=100",46.6
01-01-1981,"Toronto, Ontario",School,"Index, 2002=100",44.6
01-01-1981,"Toronto, Ontario",School,"Index, 2002=100",42.4
01-01-1981,"Calgary, Alberta",Office,"Index, 2002=100",66.1
01-01-1981,"Calgary, Alberta",Office,"Index, 2002=100",61.6
01-01-1981,"Calgary, Alberta",Office,"Index, 2002=100",69.3
01-01-1981,"Calgary, Alberta",Office,"Index, 2002=100",57.9
01-01-1981,"Calgary, Alberta",Office,"Index, 2002=100",75.5
01-01-1981,"Calgary, Alberta",Warehouse,"Index, 2002=100",67.6
01-01-1981,"Calgary, Alberta",Warehouse,"Index, 2002=100",63.1
01-01-1981,"Calgary, Alberta",Warehouse,"Index, 2002=100",67
01-01-1981,"Calgary, Alberta",Warehouse,"Index, 2002=100",61.2
01-01-1981,"Calgary, Alberta",Warehouse,"Index, 2002=100",67
01-01-1981,"Calgary, Alberta",Shopping centre,"Index, 2002=100",68.7
01-01-1981,"Calgary, Alberta",Shopping centre,"Index, 2002=100",61.7
01-01-1981,"Calgary, Alberta",Shopping centre,"Index, 2002=100",64
01-01-1981,"Calgary, Alberta",Shopping centre,"Index, 2002=100",70
01-01-1981,"Calgary, Alberta",Shopping centre,"Index, 2002=100",68
01-01-1981,"Calgary, Alberta",Light factory,"Index, 2002=100",65.9
01-01-1981,"Calgary, Alberta",Light factory,"Index, 2002=100",61.5
01-01-1981,"Calgary, Alberta",Light factory,"Index, 2002=100",69.8
01-01-1981,"Calgary, Alberta",Light factory,"Index, 2002=100",61.5
01-01-1981,"Calgary, Alberta",Light factory,"Index, 2002=100",63.2
01-01-1981,"Calgary, Alberta",School,"Index, 2002=100",63.4
01-01-1981,"Calgary, Alberta",School,"Index, 2002=100",62.3
01-01-1981,"Calgary, Alberta",School,"Index, 2002=100",65.9
01-01-1981,"Calgary, Alberta",School,"Index, 2002=100",57.6
01-01-1981,"Calgary, Alberta",School,"Index, 2002=100",63.2
01-01-1981,"Edmonton, Alberta",Office,"Index, 2002=100",65.9
01-01-1981,"Edmonton, Alberta",Office,"Index, 2002=100",65.3
01-01-1981,"Edmonton, Alberta",Office,"Index, 2002=100",69.1
01-01-1981,"Edmonton, Alberta",Office,"Index, 2002=100",58.5
01-01-1981,"Edmonton, Alberta",Office,"Index, 2002=100",66
01-01-1981,"Edmonton, Alberta",Warehouse,"Index, 2002=100",69.9
01-01-1981,"Edmonton, Alberta",Warehouse,"Index, 2002=100",64.7
01-01-1981,"Edmonton, Alberta",Warehouse,"Index, 2002=100",69.6
01-01-1981,"Edmonton, Alberta",Warehouse,"Index, 2002=100",61.7
01-01-1981,"Edmonton, Alberta",Warehouse,"Index, 2002=100",68.3
01-01-1981,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",69.7
01-01-1981,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",62.6
01-01-1981,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",67.2
01-01-1981,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",67.5
01-01-1981,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",55.3
01-01-1981,"Edmonton, Alberta",Light factory,"Index, 2002=100",64.8
01-01-1981,"Edmonton, Alberta",Light factory,"Index, 2002=100",65.7
01-01-1981,"Edmonton, Alberta",Light factory,"Index, 2002=100",68.1
01-01-1981,"Edmonton, Alberta",Light factory,"Index, 2002=100",60.2
01-01-1981,"Edmonton, Alberta",Light factory,"Index, 2002=100",58.1
01-01-1981,"Edmonton, Alberta",School,"Index, 2002=100",63.4
01-01-1981,"Edmonton, Alberta",School,"Index, 2002=100",64.6
01-01-1981,"Edmonton, Alberta",School,"Index, 2002=100",66.2
01-01-1981,"Edmonton, Alberta",School,"Index, 2002=100",57.8
01-01-1981,"Edmonton, Alberta",School,"Index, 2002=100",58
01-01-1981,"Vancouver, British Columbia",Office,"Index, 2002=100",58.8
01-01-1981,"Vancouver, British Columbia",Office,"Index, 2002=100",59.4
01-01-1981,"Vancouver, British Columbia",Office,"Index, 2002=100",58.7
01-01-1981,"Vancouver, British Columbia",Office,"Index, 2002=100",54.1
01-01-1981,"Vancouver, British Columbia",Office,"Index, 2002=100",59
01-01-1981,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",67.9
01-01-1981,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",61.2
01-01-1981,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",64.9
01-01-1981,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",63.3
01-01-1981,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",63.4
01-01-1981,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",64.8
01-01-1981,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",60.4
01-01-1981,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",60
01-01-1981,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",69.1
01-01-1981,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",55.2
01-01-1981,"Vancouver, British Columbia",Light factory,"Index, 2002=100",59.7
01-01-1981,"Vancouver, British Columbia",Light factory,"Index, 2002=100",60.4
01-01-1981,"Vancouver, British Columbia",Light factory,"Index, 2002=100",58.2
01-01-1981,"Vancouver, British Columbia",Light factory,"Index, 2002=100",63.1
01-01-1981,"Vancouver, British Columbia",Light factory,"Index, 2002=100",55.7
01-01-1981,"Vancouver, British Columbia",School,"Index, 2002=100",58.6
01-01-1981,"Vancouver, British Columbia",School,"Index, 2002=100",58.6
01-01-1981,"Vancouver, British Columbia",School,"Index, 2002=100",58.5
01-01-1981,"Vancouver, British Columbia",School,"Index, 2002=100",57.1
01-01-1981,"Vancouver, British Columbia",School,"Index, 2002=100",53.7
01-04-1981,Seven census metropolitan area composite,Office,"Index, 2002=100",59.7
01-04-1981,Seven census metropolitan area composite,Warehouse,"Index, 2002=100",54.7
01-04-1981,Seven census metropolitan area composite,Shopping centre,"Index, 2002=100",61
01-04-1981,Seven census metropolitan area composite,Light factory,"Index, 2002=100",51.4
01-04-1981,Seven census metropolitan area composite,School,"Index, 2002=100",57.7
01-04-1981,"Halifax, Nova Scotia",Office,"Index, 2002=100",69
01-04-1981,"Halifax, Nova Scotia",Office,"Index, 2002=100",73.2
01-04-1981,"Halifax, Nova Scotia",Office,"Index, 2002=100",80
01-04-1981,"Halifax, Nova Scotia",Office,"Index, 2002=100",52.9
01-04-1981,"Halifax, Nova Scotia",Office,"Index, 2002=100",51.8
01-04-1981,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",70.3
01-04-1981,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",69.8
01-04-1981,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",75.5
01-04-1981,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",53.8
01-04-1981,"Halifax, Nova Scotia",Warehouse,"Index, 2002=100",53.9
01-04-1981,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",67.2
01-04-1981,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",66
01-04-1981,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",71.2
01-04-1981,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",61.3
01-04-1981,"Halifax, Nova Scotia",Shopping centre,"Index, 2002=100",55.7
01-04-1981,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",62.7
01-04-1981,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",74.8
01-04-1981,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",70.5
01-04-1981,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",48.6
01-04-1981,"Halifax, Nova Scotia",Light factory,"Index, 2002=100",48.3
01-04-1981,"Halifax, Nova Scotia",School,"Index, 2002=100",64.6
01-04-1981,"Halifax, Nova Scotia",School,"Index, 2002=100",77.2
01-04-1981,"Halifax, Nova Scotia",School,"Index, 2002=100",72.7
01-04-1981,"Halifax, Nova Scotia",School,"Index, 2002=100",51.7
01-04-1981,"Halifax, Nova Scotia",School,"Index, 2002=100",50.4
01-04-1981,"Montréal, Quebec",Office,"Index, 2002=100",55.6
01-04-1981,"Montréal, Quebec",Office,"Index, 2002=100",59.7
01-04-1981,"Montréal, Quebec",Office,"Index, 2002=100",56.8
01-04-1981,"Montréal, Quebec",Office,"Index, 2002=100",52.1
01-04-1981,"Montréal, Quebec",Office,"Index, 2002=100",48.3
01-04-1981,"Montréal, Quebec",Warehouse,"Index, 2002=100",60.8
01-04-1981,"Montréal, Quebec",Warehouse,"Index, 2002=100",61.3
01-04-1981,"Montréal, Quebec",Warehouse,"Index, 2002=100",62.5
01-04-1981,"Montréal, Quebec",Warehouse,"Index, 2002=100",51.4
01-04-1981,"Montréal, Quebec",Warehouse,"Index, 2002=100",53.9
01-04-1981,"Montréal, Quebec",Shopping centre,"Index, 2002=100",59.9
01-04-1981,"Montréal, Quebec",Shopping centre,"Index, 2002=100",59.3
01-04-1981,"Montréal, Quebec",Shopping centre,"Index, 2002=100",59.7
01-04-1981,"Montréal, Quebec",Shopping centre,"Index, 2002=100",63.4
01-04-1981,"Montréal, Quebec",Shopping centre,"Index, 2002=100",56.7
01-04-1981,"Montréal, Quebec",Light factory,"Index, 2002=100",53.9
01-04-1981,"Montréal, Quebec",Light factory,"Index, 2002=100",57.7
01-04-1981,"Montréal, Quebec",Light factory,"Index, 2002=100",54.4
01-04-1981,"Montréal, Quebec",Light factory,"Index, 2002=100",52.5
01-04-1981,"Montréal, Quebec",Light factory,"Index, 2002=100",51.9
01-04-1981,"Montréal, Quebec",School,"Index, 2002=100",54.5
01-04-1981,"Montréal, Quebec",School,"Index, 2002=100",54.4
01-04-1981,"Montréal, Quebec",School,"Index, 2002=100",56.8
01-04-1981,"Montréal, Quebec",School,"Index, 2002=100",54.1
01-04-1981,"Montréal, Quebec",School,"Index, 2002=100",47.8
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",49.1
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",44.7
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",54.9
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",46.4
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,"Index, 2002=100",49.8
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",51.5
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",51.5
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",52
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",46.2
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,"Index, 2002=100",53
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",51.3
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",48.1
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",49.7
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",61.2
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,"Index, 2002=100",61
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",47.1
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",52
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",47.6
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",45.1
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,"Index, 2002=100",52.2
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",49.8
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",50.1
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",53.3
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",47.5
01-04-1981,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,"Index, 2002=100",44.2
01-04-1981,"Toronto, Ontario",Office,"Index, 2002=100",48.3
01-04-1981,"Toronto, Ontario",Office,"Index, 2002=100",46.7
01-04-1981,"Toronto, Ontario",Office,"Index, 2002=100",52.3
01-04-1981,"Toronto, Ontario",Office,"Index, 2002=100",46.5
01-04-1981,"Toronto, Ontario",Office,"Index, 2002=100",44.8
01-04-1981,"Toronto, Ontario",Warehouse,"Index, 2002=100",44.2
01-04-1981,"Toronto, Ontario",Warehouse,"Index, 2002=100",43.4
01-04-1981,"Toronto, Ontario",Warehouse,"Index, 2002=100",43.8
01-04-1981,"Toronto, Ontario",Warehouse,"Index, 2002=100",45.4
01-04-1981,"Toronto, Ontario",Warehouse,"Index, 2002=100",51.3
01-04-1981,"Toronto, Ontario",Shopping centre,"Index, 2002=100",48.5
01-04-1981,"Toronto, Ontario",Shopping centre,"Index, 2002=100",47.2
01-04-1981,"Toronto, Ontario",Shopping centre,"Index, 2002=100",46.6
01-04-1981,"Toronto, Ontario",Shopping centre,"Index, 2002=100",56.5
01-04-1981,"Toronto, Ontario",Shopping centre,"Index, 2002=100",53.8
01-04-1981,"Toronto, Ontario",Light factory,"Index, 2002=100",42.7
01-04-1981,"Toronto, Ontario",Light factory,"Index, 2002=100",46.9
01-04-1981,"Toronto, Ontario",Light factory,"Index, 2002=100",39.2
01-04-1981,"Toronto, Ontario",Light factory,"Index, 2002=100",46.4
01-04-1981,"Toronto, Ontario",Light factory,"Index, 2002=100",44
01-04-1981,"Toronto, Ontario",School,"Index, 2002=100",47.6
01-04-1981,"Toronto, Ontario",School,"Index, 2002=100",51
01-04-1981,"Toronto, Ontario",School,"Index, 2002=100",48.2
01-04-1981,"Toronto, Ontario",School,"Index, 2002=100",45.1
01-04-1981,"Toronto, Ontario",School,"Index, 2002=100",43.2
01-04-1981,"Calgary, Alberta",Office,"Index, 2002=100",67.7
01-04-1981,"Calgary, Alberta",Office,"Index, 2002=100",62.4
01-04-1981,"Calgary, Alberta",Office,"Index, 2002=100",71.9
01-04-1981,"Calgary, Alberta",Office,"Index, 2002=100",58.4
01-04-1981,"Calgary, Alberta",Office,"Index, 2002=100",77
01-04-1981,"Calgary, Alberta",Warehouse,"Index, 2002=100",69.6
01-04-1981,"Calgary, Alberta",Warehouse,"Index, 2002=100",64.1
01-04-1981,"Calgary, Alberta",Warehouse,"Index, 2002=100",69.3
01-04-1981,"Calgary, Alberta",Warehouse,"Index, 2002=100",62.2
01-04-1981,"Calgary, Alberta",Warehouse,"Index, 2002=100",69.2
01-04-1981,"Calgary, Alberta",Shopping centre,"Index, 2002=100",70.4
01-04-1981,"Calgary, Alberta",Shopping centre,"Index, 2002=100",62.6
01-04-1981,"Calgary, Alberta",Shopping centre,"Index, 2002=100",66.5
01-04-1981,"Calgary, Alberta",Shopping centre,"Index, 2002=100",69.7
01-04-1981,"Calgary, Alberta",Shopping centre,"Index, 2002=100",70.4
01-04-1981,"Calgary, Alberta",Light factory,"Index, 2002=100",67.3
01-04-1981,"Calgary, Alberta",Light factory,"Index, 2002=100",62.4
01-04-1981,"Calgary, Alberta",Light factory,"Index, 2002=100",72.4
01-04-1981,"Calgary, Alberta",Light factory,"Index, 2002=100",61.3
01-04-1981,"Calgary, Alberta",Light factory,"Index, 2002=100",65.9
01-04-1981,"Calgary, Alberta",School,"Index, 2002=100",64.6
01-04-1981,"Calgary, Alberta",School,"Index, 2002=100",62.7
01-04-1981,"Calgary, Alberta",School,"Index, 2002=100",67.6
01-04-1981,"Calgary, Alberta",School,"Index, 2002=100",57.5
01-04-1981,"Calgary, Alberta",School,"Index, 2002=100",64.5
01-04-1981,"Edmonton, Alberta",Office,"Index, 2002=100",65.1
01-04-1981,"Edmonton, Alberta",Office,"Index, 2002=100",64
01-04-1981,"Edmonton, Alberta",Office,"Index, 2002=100",67.2
01-04-1981,"Edmonton, Alberta",Office,"Index, 2002=100",59.5
01-04-1981,"Edmonton, Alberta",Office,"Index, 2002=100",66.6
01-04-1981,"Edmonton, Alberta",Warehouse,"Index, 2002=100",71.8
01-04-1981,"Edmonton, Alberta",Warehouse,"Index, 2002=100",66.6
01-04-1981,"Edmonton, Alberta",Warehouse,"Index, 2002=100",71.5
01-04-1981,"Edmonton, Alberta",Warehouse,"Index, 2002=100",63.3
01-04-1981,"Edmonton, Alberta",Warehouse,"Index, 2002=100",70.3
01-04-1981,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",72
01-04-1981,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",65.9
01-04-1981,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",68.9
01-04-1981,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",69.5
01-04-1981,"Edmonton, Alberta",Shopping centre,"Index, 2002=100",56
01-04-1981,"Edmonton, Alberta",Light factory,"Index, 2002=100",66.8
01-04-1981,"Edmonton, Alberta",Light factory,"Index, 2002=100",67
01-04-1981,"Edmonton, Alberta",Light factory,"Index, 2002=100",69.7
01-04-1981,"Edmonton, Alberta",Light factory,"Index, 2002=100",63.2
01-04-1981,"Edmonton, Alberta",Light factory,"Index, 2002=100",59.8
01-04-1981,"Edmonton, Alberta",School,"Index, 2002=100",65.4
01-04-1981,"Edmonton, Alberta",School,"Index, 2002=100",66.6
01-04-1981,"Edmonton, Alberta",School,"Index, 2002=100",67.9
01-04-1981,"Edmonton, Alberta",School,"Index, 2002=100",59.9
01-04-1981,"Edmonton, Alberta",School,"Index, 2002=100",60.6
01-04-1981,"Vancouver, British Columbia",Office,"Index, 2002=100",61.4
01-04-1981,"Vancouver, British Columbia",Office,"Index, 2002=100",62.4
01-04-1981,"Vancouver, British Columbia",Office,"Index, 2002=100",61.6
01-04-1981,"Vancouver, British Columbia",Office,"Index, 2002=100",54.8
01-04-1981,"Vancouver, British Columbia",Office,"Index, 2002=100",59.9
01-04-1981,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",70.1
01-04-1981,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",63.2
01-04-1981,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",66.9
01-04-1981,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",66
01-04-1981,"Vancouver, British Columbia",Warehouse,"Index, 2002=100",66.4
01-04-1981,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",66.7
01-04-1981,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",62.6
01-04-1981,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",62.1
01-04-1981,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",69.6
01-04-1981,"Vancouver, British Columbia",Shopping centre,"Index, 2002=100",56.8
